chunk_id,source_id,url,title,magazine,date,chunk,token_count
3dad692405eed0a752d5bf479f1c41a6bf1fa8c9d9832014ed497d0f155aaf13_76_84,3dad692405eed0a752d5bf479f1c41a6bf1fa8c9d9832014ed497d0f155aaf13,https://www.nucnet.org/news/conservatives-promise-to-approve-two-new-fleets-of-small-modular-reactors-within-100-days-6-2-2024,Conservatives Promise To Approve ‘Two New Fleets’ Of Small Modular Reactors Within 100 Days,NucNet,1718064000000,"Party, lagging to Labour in polls, would also halve time for new nuclear approvals The British Conservative Party, trailing the opposition Labour Party in polls as the country prepares for a general election on 4 July, has promised to approve two new fleets of small modular reactors within 100 days of the next parliament, if it is re-elected. In its manifesto
released on 11 June, the party said it will also deliver a new gigawatt nuclear power station at Wylfa in North Wales and work with industry to deliver existing projects at Hinkley Point and Sizewell C. The manifesto gave no details on the SMR plans or how many units would be in each “fleet”. It said a Conservative government under prime minister Rishii Sunak would scale up nuclear power creating well-paid, high-skilled jobs and delivering cheaper, cleaner and more secure energy.  The manifesto also said the Conservatives would will halve the time it takes for new nuclear reactors to be approved by allowing regulators to assess projects while designs are being finalised, improving collaboration with overseas regulators assessing the same technology and speeding up planning and environmental approvals. “This will help the UK to become a net exporter of electricity,” the manifesto said. “And by building more electricity links with neighbouring countries, we can increase exports, make our energy system more efficient and bring additional revenue to the UK.  “We will ensure offshore cables help reduce the amount of onshore infrastructure, such as substations, that we need to build.” According to the manifesto, a Conservative government will continue laying the groundwork for nuclear projects to be taken forward in Scotland to deliver cheaper, cleaner and more secure energy. ",358
3dad692405eed0a752d5bf479f1c41a6bf1fa8c9d9832014ed497d0f155aaf13_85_91,3dad692405eed0a752d5bf479f1c41a6bf1fa8c9d9832014ed497d0f155aaf13,https://www.nucnet.org/news/conservatives-promise-to-approve-two-new-fleets-of-small-modular-reactors-within-100-days-6-2-2024,Conservatives Promise To Approve ‘Two New Fleets’ Of Small Modular Reactors Within 100 Days,NucNet,1718064000000,"It has been a longstanding Scottish government policy to oppose nuclear, with the focus instead on a transition to renewables. Until recently Scotland had four commercial nuclear reactors at two sites – Hunterston B and Torness. The two Hunterston B units were shut down in November 2021 and January 2022, while the remaining two units at Torness are due to close in 2028, two years earlier than originally planned. The UK trade union GMB has warned that the Scottish government’s opposition to nuclear energy is costing jobs and investment, and has called for funding to support a new generation of SMRs. In January the Conservative central government set out plans for what it claimed will be Britain’s biggest nuclear power expansion in 70 years with the possible construction of about 11 new reactors by 2050 – enough to meet a quarter of the national electricity demand. Ministers published a roadmap that recommitted the government to building a fleet of nuclear reactors capable of producing 24 GW by 2050 – an increase from around 5.8 GW today. The Labour Party has not released its manifesto, but has said it will deliver new nuclear projects. Conservative Party leader and prime minister Rishi Sunak has promised to approve the UK’s first small modular reactors. ",260
53d6e9d18c79a5c6a2008175e8813eb04906c8c65b3b8a1046268650b6473ab9_92_100,53d6e9d18c79a5c6a2008175e8813eb04906c8c65b3b8a1046268650b6473ab9,https://www.nucnet.org/news/money-is-available-from-banks-but-good-projects-are-needed-6-2-2024,"Money Is Available From Banks, But ‘Good Projects Are Needed’",NucNet,1718064000000,"Reactor construction needs to offer ‘good technology and a good business case’ The increased participation of global investment banks, state development and state-owned export-import banks is leading to a funding transformation for the nuclear energy sector, a conference in Bulgaria has heard. An international panel on financing nuclear power at the annual Bulgarian nuclear forum Bulatom’s conference on energy security in the Black Sea resort of Varna looked at the funding transformation for new nuclear plants in Bulgaria and internationally. The panel highlighted the increased participation of global investment banks, state development and state-owned export-import banks. “Money is available, but good projects are needed”, Milko Kovachev, Bulgaria’s energy minister from 2001-2005, and a former head of department at the International Atomic Energy Agency, told NucNet. “This means that new projects have to offer good technology and a good business case with returns, a good project structure is always a good sign,” said Kovachev, who also was one of the panellists on the financing nuclear new build panel at the conference. The Bulgarian energy minister Vladimir Malinov said at the conference that construction of new build nuclear plants such as Kozloduy-7 and -8, represents the most crucial project for the country’s economy, together with fuel diversification, as key mechanisms in Bulgaria’s ongoing transformation to low carbon and sustainable energy supply. Sofia is planning to build two Westinghouse-supplied AP1000s at the Kozloduy site, on the Danube River in the northwest of the country. Kovachev said investment banks such as Citibank and JP Morgan, both of which attended the Bulatom conference, are looking at nuclear power transactions and developing a deeper understanding of nuclear power as part of their decarbonisation portfolios, so they can increase their capacity for such deals. ",386
53d6e9d18c79a5c6a2008175e8813eb04906c8c65b3b8a1046268650b6473ab9_101_108,53d6e9d18c79a5c6a2008175e8813eb04906c8c65b3b8a1046268650b6473ab9,https://www.nucnet.org/news/money-is-available-from-banks-but-good-projects-are-needed-6-2-2024,"Money Is Available From Banks, But ‘Good Projects Are Needed’",NucNet,1718064000000,"He said “lately, in 2024, we have realised that nuclear plants could get a new financial deal through green bonds, which could help refinancing projects”. As far as the role of the development banks is concerned, Kovachev said that the European Bank for Reconstruction and Development (EBRD) “is the only international financial institution currently with unique expertise for nuclear safety upgrading programmes in a number of central and Eastern European countries”. “At the end of 2023, the bank reviewed  its energy strategy which does not include financing new builds, however it will continue to be focusing on projects for decommissioning, environmental remediation, safety upgrades including as fund manager in countries like Lithuania, Slovakia, Ukraine and Bulgaria,” Kovachev added. “The investment banks are also observing the SMR [small modular reactor] market,” said Kovachev, who is also a board member at the International Bank for Nuclear Infrastructure’s (IBNI) strategic advisory group. The IBNI is expected to be established between 2024 and 2026.   “IBNI is needed in the global efforts to triple existing nuclear power capacity from 400 GW to 1,200 GW by 2050, as agreed at Cop28 in Dubai, as well as to sustain the level of standardisation and harmonisation, and to support investment from private and public funds,” Kovachev said.   According to Kovachev, organisations like the European Investment Bank (EIB) can improve the financial environment for nuclear power plants, although the EIB does not currently support nuclear power. However, commercial banks now have decarbonisation portfolios as priority which is “advantageous to nuclear power”, Kovachev added. Bulgaria wants to build two new AP1000 nuclear power plants at the existing Kozloduy site. Courtesy KNPP. ",381
5be9305e240bc07962bf10f11517dc0a7fd99b6143bef4c682a7bbb47ccbec25_109_117,5be9305e240bc07962bf10f11517dc0a7fd99b6143bef4c682a7bbb47ccbec25,https://www.nucnet.org/news/poll-shows-high-level-of-support-for-lifetime-extensions-and-small-modular-reactors-6-4-2024,Poll Shows High Level Of Support For Lifetime Extensions And Small Modular Reactors,NucNet,1717632000000,"Many want Doel-4 and Tihange-3 to operate for 20 more years Most Belgians are in favour of maintaining the operation of existing nuclear reactors for as long possible while also calling for the construction of new plants, in particular small modular reactors, a poll by the Brussels-based Belgian Nuclear Forum has shown. At the end of 2023, the government and the nuclear power station operator Engie-Electrabel reached an agreement on operating extensions of 10 years for the country’s two newest reactors, Doel-4 and Tihange-3.  The poll, carried out for the forum by market research company AQ Rate, shows that 70% would prefer more reactors to be granted lifetime extensions – provided it can be done safely.  The poll also shows that 70% would prefer Doel-4 and Tihange-3 to get extensions of 20 years instead of the 10 years provided for in the current agreement. The forum said a majority of voters from most political parties want Doel-4 and Tihange-3 to get extensions of 20 years. The exceptions are voters for the Green and Ecolo parties, where two out of three said they were opposed to further extensions. Ecolo is a French-speaking political party with green policies. “This shows that Groen and Ecolo voters are isolated in their anti-nuclear stance when it comes to extending the life of existing nuclear reactors,” the forum said. “But even at Groen and Ecolo, more than half of their voters are in favour of SMRs and want to modify or remove the law on the nuclear phaseout.” The construction of new nuclear reactors in Belgium is prevented by a phaseout law dating from 2003, but the poll shows that only a small minority of 16% want to maintain the law as it stands.  ",370
5be9305e240bc07962bf10f11517dc0a7fd99b6143bef4c682a7bbb47ccbec25_118_120,5be9305e240bc07962bf10f11517dc0a7fd99b6143bef4c682a7bbb47ccbec25,https://www.nucnet.org/news/poll-shows-high-level-of-support-for-lifetime-extensions-and-small-modular-reactors-6-4-2024,Poll Shows High Level Of Support For Lifetime Extensions And Small Modular Reactors,NucNet,1717632000000,"The forum said 84% believe the law should no longer exist as it stands, 53% want to change the law to allow the construction of SMRs and 31% want to abolish the law completely, making any form of new nuclear reactor construction possible. Belgium’s five nuclear plants are Doel-1, Doel-2, Doel-4, Tihange-1 and Tihange-3. In 2022 the nuclear fleet provided about 46% of the country’s electricity generation, although at the time two further plants were operational. Doel-3 was shut down in September 2022 and Tihange-2 in February 2023. Most voters want Doel-4 (pictured) and Tihange-3 to get extensions of 20 years. Courtesy Electrabel. ",166
81b63d53583acd39acb8610bfdb83a7e70234d5138fd1e8fdb350b19f0ad535d_121_131,81b63d53583acd39acb8610bfdb83a7e70234d5138fd1e8fdb350b19f0ad535d,https://www.nucnet.org/news/us-says-african-nation-could-become-hub-for-small-modular-reactors-6-2-2024,US Says African Nation Could Become Hub For Small Modular Reactors,NucNet,1717459200000,"New agreements include planned deployment of NuScale simulator Ghana could become a regional hub for small modular reactors under a cooperation agreement for the US to further support the West African nation’s use of nuclear power, The agreement, announced by US principal deputy assistant secretary of state for international security and nonproliferation Ann Ganzer, is designed to advance the deployment of a US SMR in Ghana. In a statement the US embassy in Ghana said SMRs can provide 24/7 reliable power, complement other clean energy sources, have flexible siting requirements, and use a small land area.   “US SMRs incorporate advanced safety features, including designs to withstand extreme weather and seismic events, and can be tailored to match the specific needs of a country’s power grid, with the ability to scale up as needed,” the statement said. “Importantly, SMRs can play a critical role in decarbonising non-electric sectors, such as industry and transportation. The embassy said the US and Ghana had also signed a memorandum of understanding and contractual arrangements for the provision of a NuScale Energy Exploration (E2) Center and related services at the Ghana Atomic Energy Commission.  The planned deployment of a NuScale E2 Center in Ghana — a first for the African continent — will be a key tool for preparing the workforce for SMR deployment in Ghana and beyond. The E2 Center, a simulator of NuScale Power’s SMR control room, will provide a hands-on training facility to develop and train nuclear operators and engineers. US-based NuScale is developing the Voygr small modular reactor, which can be deployed in units of 77 MW each up to 12 units for a generating capacity of 924 MW. In November 2023, NuScale cancelled a project to build a Voygr plant for a Utah power provider as costs increased. ",381
81b63d53583acd39acb8610bfdb83a7e70234d5138fd1e8fdb350b19f0ad535d_132_133,81b63d53583acd39acb8610bfdb83a7e70234d5138fd1e8fdb350b19f0ad535d,https://www.nucnet.org/news/us-says-african-nation-could-become-hub-for-small-modular-reactors-6-2-2024,US Says African Nation Could Become Hub For Small Modular Reactors,NucNet,1717459200000,"Earlier this year, Stephen Yamoah, executive director of state-owned project company Nuclear Power Ghana, told NucNet Ghana was aiming to choose a technology provider for a proposed first nuclear power station in 2024 and was already carrying out a series of studies at a preferred site, although financing remained a “major challenge”. He said plants might be large-scale units or SMRs. Accra, the capital of Ghana. The US says the African nation could become a hub for small modular reactors. Amanor Kwaku/Wikipedia. ",109
3faa728fc16001922fa1bb068e837d9618609ab1016823ce85f2faafa3ae9bc7_134_142,3faa728fc16001922fa1bb068e837d9618609ab1016823ce85f2faafa3ae9bc7,https://www.nucnet.org/news/saskpower-identifies-two-high-potential-sites-for-first-small-modular-reactor-6-2-2024,SaskPower Identifies Two ‘High-Potential’ Sites For First Small Modular Reactor,NucNet,1717459200000,"Construction of first plant could begin as early as 2030 Canadian power utility SaskPower said it has made significant progress in its search for a potential host site for the province’s first small modular reactor (SMR) facility, identifying two “high-potential” sites. The company said in a statement on 31 May that the that have been identified for further study are on the Boundary Dam Reservoir and the Rafferty Reservoir, both in the Estevan area, just north of the US-Canada border.  This comes following analysis of the Estevan study area, coupled with public feedback and Indigenous engagement which SaskPower will continue throughout the project. Another area, around Elbow, a village about 140 km south of the provincial capital Saskatoon, had also been under consideration. “In addition to the technical suitability of the sites, the Estevan region offers many benefits, including proximity to the City of Estevan to access existing services, a skilled workforce, accommodations and emergency services, as well as infrastructure, roads and transmission,” said SaskPower president and chief executive officer Rupen Pandya.  “Selecting a site for the first SMR facility will allow us to proceed with the many regulatory processes which are site-specific and critical to the project moving forward.” SaskPower said it will now begin detailed site assessment of each potential site throughout 2024, leading to a final site selection in 2025. The company hopes to make a final investment decision in 2029. Over the coming months, the utility will begin additional studies to collect ground water and geotechnical details, while also conducting detailed land and water analyses. SaskPower anticipates construction of its first SMR could begin as early as 2030, with a targeted in-service date of 2034. Additional facilities could begin construction as early as 2034. ",369
3faa728fc16001922fa1bb068e837d9618609ab1016823ce85f2faafa3ae9bc7_143_152,3faa728fc16001922fa1bb068e837d9618609ab1016823ce85f2faafa3ae9bc7,https://www.nucnet.org/news/saskpower-identifies-two-high-potential-sites-for-first-small-modular-reactor-6-2-2024,SaskPower Identifies Two ‘High-Potential’ Sites For First Small Modular Reactor,NucNet,1717459200000,"The government said up to CAD50m (€33m, $36m) for the project has been committed to SaskPower from a CAD250m programme to support pre-development activities of clean electricity projects of national significance. Additionally, over CAD24m has been committed to the government of Saskatchewan from the environment department’s future electricity fund. This programme returns pollution pricing proceeds to support clean energy projects, energy-efficient technologies and other initiatives that will help Canada meet its climate goals and achieve a net-zero-emissions economy by 2050. The fund is intended to help spur innovation and encourage the adoption of cleaner technologies and fuels in Canada. Canada has a fleet of 19 commercial nuclear power plants that provide about 14% of its electricity generation. Major projects have begun to extend the lifetime of reactors at the Bruce, Darlington and Pickering stations. Last year four provinces – Saskatchewan, Ontario, New Brunswick and Alberta – put forward proposals in a strategic plan
to expand the nuclear industry through the development of SMRs, saying they provide a source of safe, clean power. Canada has taken an early lead in deploying a new generation of SMRs. One such reactor – GE-Hitachi’s BWRX-300 – is close to the start of construction at the Darlington nuclear station in Ontario. That single SMR, the first of four that will be built at Darlington, could eventually provide electricity for 300,000 homes, the report says. Other SMRs in various stages of licensing across the country could eventually power industrial facilities and remote mines and replace diesel in isolated communities. Plans are progressing to build up to four GE-Hitachi BWRX-300 SMRs at the Darlington nuclear station in Ontario. Courtesy GEH.  ",365
