claim_id,chunk_id,url,title,magazine,date,claim,company,token_count
c3a2d55244e092890151f69850cbaad225e389dc6e16344be3e23c615e43e1b0_203_210_claim,c3a2d55244e092890151f69850cbaad225e389dc6e16344be3e23c615e43e1b0_203_210,https://www.neimagazine.com/news/nano-nuclear-and-curio-to-collaborate-on-microreactor-fuel-recycling,NANO Nuclear and Curio to collaborate on microreactor fuel recycling,Nuclear Engineering International,1719964800000,"NANO Nuclear's advanced portable nuclear microreactors are designed to be more accessible, adaptable, and aligned with the world's evolving energy needs.","['Curio', 'NANO Nuclear']",32
c3a2d55244e092890151f69850cbaad225e389dc6e16344be3e23c615e43e1b0_211_215_claim,c3a2d55244e092890151f69850cbaad225e389dc6e16344be3e23c615e43e1b0_211_215,https://www.neimagazine.com/news/nano-nuclear-and-curio-to-collaborate-on-microreactor-fuel-recycling,NANO Nuclear and Curio to collaborate on microreactor fuel recycling,Nuclear Engineering International,1719964800000,"NANO subsidiary, Advanced Fuel Transportation, aims to build a North American transportation company that will provide commercial quantities of high-assay, low-enriched uranium (HALEU) fuel to small modular reactors, microreactor companies, national laboratories, military, and US Department of Energy programmes.","['NANO', 'Curio', 'NANO Nuclear Energy Inc.', 'Advanced Fuel Transportation', 'HALEU Energy Fuel']",60
a58cdac7f254298734734ef868244371119de0f5653f248df433667ca7f1b921_244_248_claim,a58cdac7f254298734734ef868244371119de0f5653f248df433667ca7f1b921_244_248,https://www.neimagazine.com/news/newcleo-completes-preparatory-stage-for-advanced-nuclear-reactor,Newcleo completes preparatory stage for advanced nuclear reactor,Nuclear Engineering International,1720051200000,newcleo aims to commission a 30 MWe lead-cooled fast reactor (LFR 30) by 2030,"['newcleo', 'Orano', 'Assystem', 'Ingérop', 'Onet Technologies', 'Naarea']",23
a58cdac7f254298734734ef868244371119de0f5653f248df433667ca7f1b921_249_252_claim,a58cdac7f254298734734ef868244371119de0f5653f248df433667ca7f1b921_249_252,https://www.neimagazine.com/news/newcleo-completes-preparatory-stage-for-advanced-nuclear-reactor,Newcleo completes preparatory stage for advanced nuclear reactor,Nuclear Engineering International,1720051200000,"Newcleo is planning to construct a 200 MWe first-of-a-kind commercial unit, LFR-AS-200, in the UK by 2033.",['Newcleo'],35
a58cdac7f254298734734ef868244371119de0f5653f248df433667ca7f1b921_253_254_claim,a58cdac7f254298734734ef868244371119de0f5653f248df433667ca7f1b921_253_254,https://www.neimagazine.com/news/newcleo-completes-preparatory-stage-for-advanced-nuclear-reactor,Newcleo completes preparatory stage for advanced nuclear reactor,Nuclear Engineering International,1720051200000,Russia is also constructing the world’s first lead-cooled small modular reactor (Brest-OD-300) in Seversk,"['Newcleo', 'Russia']",26
63fae9e778e7b2da7db5d8d9e061aa089b8b81f16395c6ddcaacf02dd6e65d06_274_277_claim,63fae9e778e7b2da7db5d8d9e061aa089b8b81f16395c6ddcaacf02dd6e65d06_274_277,https://www.neimagazine.com/news/candu-energy-and-partners-sign-agreements-to-support-polish-smr-deployment,AtkinsRéalis and partners to support Polish SMR deployment,Nuclear Engineering International,1719964800000,Candu Energy has signed a framework agreement with Poland’s Orlen-Synthos Green Energy (OSGE) to support the deployment of GE Hitachi Nuclear Energy’s BWRX-300 small modular reactors (SMRs) in Poland,"['Candu Energy', 'Orlen-Synthos Green Energy (OSGE)', 'GE Hitachi Nuclear Energy']",48
63fae9e778e7b2da7db5d8d9e061aa089b8b81f16395c6ddcaacf02dd6e65d06_278_281_claim,63fae9e778e7b2da7db5d8d9e061aa089b8b81f16395c6ddcaacf02dd6e65d06_278_281,https://www.neimagazine.com/news/candu-energy-and-partners-sign-agreements-to-support-polish-smr-deployment,AtkinsRéalis and partners to support Polish SMR deployment,Nuclear Engineering International,1719964800000,"AtkinsRéalis is providing a diverse range of expertise to deliver the BWRX-300 SMR, expected to come online by 2029.","['AtkinsRéalis', 'GEH', 'Aecon']",29
63fae9e778e7b2da7db5d8d9e061aa089b8b81f16395c6ddcaacf02dd6e65d06_282_283_claim,63fae9e778e7b2da7db5d8d9e061aa089b8b81f16395c6ddcaacf02dd6e65d06_282_283,https://www.neimagazine.com/news/candu-energy-and-partners-sign-agreements-to-support-polish-smr-deployment,AtkinsRéalis and partners to support Polish SMR deployment,Nuclear Engineering International,1719964800000,AtkinsRéalis says BWRX-300 SMR deployment in Poland will leverage an international and local supply chain backed up by nuclear talent from Canada to deliver a project with the highest standards in safety and quality.,"['AtkinsRéalis', 'OSGE', 'Aecon']",44
d667002d2233ce6a1e5f594133a51f43110e3bd9978aad35b759addde359a5ae_284_288_claim,d667002d2233ce6a1e5f594133a51f43110e3bd9978aad35b759addde359a5ae_284_288,https://www.neimagazine.com/news/norsk-kjernekraft-and-norways-lund-municipality-partner-to-explore-smr-nuclear-power,Norsk Kjernekraft and Norway’s Lund municipality partner to explore SMR nuclear power,Nuclear Engineering International,1720396800000,"Modern nuclear power, small modular reactors (SMRs), not only have the lowest lifetime emissions of greenhouse gases, but also will use far less natural resources than the alternatives.","['Norsk Kjernekraft', 'Dalane Energi']",35
d667002d2233ce6a1e5f594133a51f43110e3bd9978aad35b759addde359a5ae_289_292_claim,d667002d2233ce6a1e5f594133a51f43110e3bd9978aad35b759addde359a5ae_289_292,https://www.neimagazine.com/news/norsk-kjernekraft-and-norways-lund-municipality-partner-to-explore-smr-nuclear-power,Norsk Kjernekraft and Norway’s Lund municipality partner to explore SMR nuclear power,Nuclear Engineering International,1720396800000,"Norsk Kjernekraft is exploring the deployment of SMRs in Norway, including the possible development of a power plant in the municipalities of Aure, Heim, Narvik, and Vardø.","['Norsk Kjernekraft', 'TVO Nuclear Services', 'Teollisuuden Voima Oyj']",41
d667002d2233ce6a1e5f594133a51f43110e3bd9978aad35b759addde359a5ae_293_293_claim,d667002d2233ce6a1e5f594133a51f43110e3bd9978aad35b759addde359a5ae_293_293,https://www.neimagazine.com/news/norsk-kjernekraft-and-norways-lund-municipality-partner-to-explore-smr-nuclear-power,Norsk Kjernekraft and Norway’s Lund municipality partner to explore SMR nuclear power,Nuclear Engineering International,1720396800000,"A new company, Halden Kjernekraft AS, has been set up by Norsk Kjernekraft, Østfold Energi and the municipality of Halden to investigate the construction of a nuclear power plant based on SMRs at Halden.","['Halden Kjernekraft AS', 'Norsk Kjernekraft', 'Østfold Energi']",51
c9015f464e96f54a0d6243a4211e03d283b6852cba9aad1f4bf597b9c52b404c_309_313_claim,c9015f464e96f54a0d6243a4211e03d283b6852cba9aad1f4bf597b9c52b404c_309_313,https://www.neimagazine.com/news/edf-abandons-nuward-smr-design-in-favour-of-established-technologies,EDF rethink on Nuward SMR design in favour of established technologies,Nuclear Engineering International,1720051200000,EDF has decided to focus on existing technologies for the design of its small modular nuclear reactors (SMRs) instead of continuing with its innovative Nuward design.,"['EDF', 'Vattenfall', 'ČEZ', 'Fortum']",32
c9015f464e96f54a0d6243a4211e03d283b6852cba9aad1f4bf597b9c52b404c_314_316_claim,c9015f464e96f54a0d6243a4211e03d283b6852cba9aad1f4bf597b9c52b404c_314_316,https://www.neimagazine.com/news/edf-abandons-nuward-smr-design-in-favour-of-established-technologies,EDF rethink on Nuward SMR design in favour of established technologies,Nuclear Engineering International,1720051200000,"EDF has signed agreements to develop Nuward SMRs in Europe and worldwide, including with Ontario Power Group, Czech companies, and Bharat Heavy Electricals Limited.","['EDF', 'Ontario Power Group', 'Bharat Heavy Electricals Limited']",34
36361084506bf5894cf825bd08413e08a198b839e7295b72c4219bc20931ef6a_320_322_claim,36361084506bf5894cf825bd08413e08a198b839e7295b72c4219bc20931ef6a_320_322,https://www.neimagazine.com/news/armenia-advances-talks-with-us-on-new-nuclear-power-plant-construction,Armenia advances talks with US on new nuclear power plant construction,Nuclear Engineering International,1720483200000,The Armenian government announced in April 2022 plans to build a new nuclear plant by the time the current Armenian NPP at Metsamor is decommissioned in 2036.,,39
36361084506bf5894cf825bd08413e08a198b839e7295b72c4219bc20931ef6a_323_326_claim,36361084506bf5894cf825bd08413e08a198b839e7295b72c4219bc20931ef6a_323_326,https://www.neimagazine.com/news/armenia-advances-talks-with-us-on-new-nuclear-power-plant-construction,Armenia advances talks with US on new nuclear power plant construction,Nuclear Engineering International,1720483200000,The US State Department is assessing the feasibility of building a nuclear plant equipped with small modular reactors (SMRs) in Armenia.,"['Rosatom', 'Rosatom']",26
79e477a9024a08cc22a89ca352e571cb9021f6793f6dfb50e97a35bd9c432db7_343_346_claim,79e477a9024a08cc22a89ca352e571cb9021f6793f6dfb50e97a35bd9c432db7_343_346,https://www.neimagazine.com/news/blue-capsule-secures-new-investment-in-its-smr-project,Blue Capsule secures new investment in its SMR project,Nuclear Engineering International,1720483200000,Blue Capsule's SMR technology combines two mature technologies: high-temperature reactors (HTR) and sodium-cooled reactors,"['Blue Capsule', 'Exergon', 'Eren Groupe', 'AUDACIA Co-Investissement', 'CEA Investissement']",25
79e477a9024a08cc22a89ca352e571cb9021f6793f6dfb50e97a35bd9c432db7_347_347_claim,79e477a9024a08cc22a89ca352e571cb9021f6793f6dfb50e97a35bd9c432db7_347_347,https://www.neimagazine.com/news/blue-capsule-secures-new-investment-in-its-smr-project,Blue Capsule secures new investment in its SMR project,Nuclear Engineering International,1720483200000,"Exergon targets investment in deeptech solutions that truly contribute to speeding up the energy transition, in particular in nuclear startups.","['Exergon', 'Blue Capsule']",26
1cd445a87af348a948196b28a5012c905b30a20561392ec56769b3addcfe6e85_348_356_claim,1cd445a87af348a948196b28a5012c905b30a20561392ec56769b3addcfe6e85_348_356,https://www.neimagazine.com/news/canada-announces-funding-to-advance-smr-research-and-hydrogen-technologies,Canada announces funding to advance SMR research and hydrogen technologies,Nuclear Engineering International,1720483200000,"The University of Alberta will receive CAD1,656,000 over three years for its project on additive manufacturing (AM) of next-generation functionally graded materials for use in SMRs.","['University of Alberta', 'Aurora Hydrogen Inc.', 'Quantiam Technologies', 'Innova Hydrogen Corp.']",38
1cd445a87af348a948196b28a5012c905b30a20561392ec56769b3addcfe6e85_357_361_claim,1cd445a87af348a948196b28a5012c905b30a20561392ec56769b3addcfe6e85_357_361,https://www.neimagazine.com/news/canada-announces-funding-to-advance-smr-research-and-hydrogen-technologies,Canada announces funding to advance SMR research and hydrogen technologies,Nuclear Engineering International,1720483200000,"CAD415,000 to New Wave Hydrogen Inc. to accelerate the time of methane thermal cracking for hydrogen production via shock wave heating technology in preparation for successive field pilots.",['New Wave Hydrogen Inc.'],35
863e380b6dd490f8bcbc06e6d24b444c594e3a181666a5c0ec1eb85814540845_402_406_claim,863e380b6dd490f8bcbc06e6d24b444c594e3a181666a5c0ec1eb85814540845_402_406,https://www.neimagazine.com/news/smr-ship-research-institute-opened-in-south-korea,SMR ship research institute opened in South Korea,Nuclear Engineering International,1720483200000,"From 2050, all ships will be required to use only carbon-free fuels, and small modular reactor (SMR) ship technology is attracting attention as a core technology for the future marine industry.","['Samsung Heavy Industries', 'HD Hyundai Samho', 'HD Hyundai Mipo', 'American Bureau of Shipping', 'Det Norske Veritas', 'Lloyd’s Register', 'Korean Register of Shipping']",41
863e380b6dd490f8bcbc06e6d24b444c594e3a181666a5c0ec1eb85814540845_407_408_claim,863e380b6dd490f8bcbc06e6d24b444c594e3a181666a5c0ec1eb85814540845_407_408,https://www.neimagazine.com/news/smr-ship-research-institute-opened-in-south-korea,SMR ship research institute opened in South Korea,Nuclear Engineering International,1720483200000,"SMR can play an important role in accelerating carbon neutrality, securing economic feasibility, and securing future growth engines.","['KHNP', 'Samsung Heavy Industries', 'HD Hyundai Samho', 'HD Hyundai Mipo', 'SOPRI', 'HD Hyundai']",25
863e380b6dd490f8bcbc06e6d24b444c594e3a181666a5c0ec1eb85814540845_409_409_claim,863e380b6dd490f8bcbc06e6d24b444c594e3a181666a5c0ec1eb85814540845_409_409,https://www.neimagazine.com/news/smr-ship-research-institute-opened-in-south-korea,SMR ship research institute opened in South Korea,Nuclear Engineering International,1720483200000,Localisation technology for the electric propulsion system that converts electricity generated from nuclear power into propulsion is essential for localising SMR propulsion ships.,,27
08f272632235e48007d40daa723766742c76592a269104da992945f9e57e6c82_427_427_claim,08f272632235e48007d40daa723766742c76592a269104da992945f9e57e6c82_427_427,https://www.neimagazine.com/news/finnish-study-finds-municipal-decision-makers-generally-support-smrs,Finnish study finds municipal decision-makers generally support SMRs,Nuclear Engineering International,1720483200000,"Steady Energy says construction of the first operational SMR plant could begin as early as 2028, with the first unit operational by 2030.","['Steady Energy', 'Helen', 'Kuopio Energy']",28
b9b1d9af25fa05ff31cf0a9df51c9779d3fa40efec397a118a140cc824398ebe_477_481_claim,b9b1d9af25fa05ff31cf0a9df51c9779d3fa40efec397a118a140cc824398ebe_477_481,https://www.neimagazine.com/news/norsk-kjernekraft-expands-smr-exploration-to-southern-norway,Norsk Kjernekraft expands SMR exploration to southern Norway,Nuclear Engineering International,1720569600000,"Norsk Kjernekraft is seeking to build, own and operate small modular reactor (SMR) power plants in Norway in collaboration with power-intensive industry.","['Norsk Kjernekraft', 'Teollisuuden Voima Oyj', 'TVO Nuclear Services']",33
b9b1d9af25fa05ff31cf0a9df51c9779d3fa40efec397a118a140cc824398ebe_482_483_claim,b9b1d9af25fa05ff31cf0a9df51c9779d3fa40efec397a118a140cc824398ebe_482_483,https://www.neimagazine.com/news/norsk-kjernekraft-expands-smr-exploration-to-southern-norway,Norsk Kjernekraft expands SMR exploration to southern Norway,Nuclear Engineering International,1720569600000,"Norsk Kjernekraf submitted a proposal to assess the construction of a SMR power plant in Aure and Heim, and a new company, Halden Kjernekraft AS, has been set up to investigate the construction of a nuclear plant based on SMRs at Halden.","['Norsk Kjernekraf', 'Halden Kjernekraft AS', 'Østfold Energi']",59
a86e8cc907d26aefe334b7b80d80e3731be636783f15bd168fa934071b65a2b6_484_488_claim,a86e8cc907d26aefe334b7b80d80e3731be636783f15bd168fa934071b65a2b6_484_488,https://www.neimagazine.com/news/european-commission-issues-positive-view-on-cernavoda-34,European Commission issues positive view on Cernavoda 3&4,Nuclear Engineering International,1720569600000,"The project is managed by Energonuclear, a wholly owned subsidiary of Romanian nuclear utility Societatea Nationala Nuclearelectrica (SNN).","['Energonuclear', 'Societatea Nationala Nuclearelectrica (SNN)']",35
a86e8cc907d26aefe334b7b80d80e3731be636783f15bd168fa934071b65a2b6_489_491_claim,a86e8cc907d26aefe334b7b80d80e3731be636783f15bd168fa934071b65a2b6_489_491,https://www.neimagazine.com/news/european-commission-issues-positive-view-on-cernavoda-34,European Commission issues positive view on Cernavoda 3&4,Nuclear Engineering International,1720569600000,The construction of the two-unit station Cernavoda 3&4 has an estimated cost of €7bn ($7.4bn).,"['Nuclearelectrica', 'Atomic Energy of Canada Ltd.']",30
c1fef29155e6fe3ffe74666d1c4a7b7fbe9c1ee7d9539be542e99124b5360e1a_507_510_claim,c1fef29155e6fe3ffe74666d1c4a7b7fbe9c1ee7d9539be542e99124b5360e1a_507_510,https://www.neimagazine.com/news/korean-city-to-consider-smr-deployment,Korean city to consider SMR deployment,Nuclear Engineering International,1720656000000,KHNP says it requires just one-third of the investment of a large NPP and can be constructed in half the time.,['Korea Hydro & Nuclear Power (KHNP)'],26
c1fef29155e6fe3ffe74666d1c4a7b7fbe9c1ee7d9539be542e99124b5360e1a_511_514_claim,c1fef29155e6fe3ffe74666d1c4a7b7fbe9c1ee7d9539be542e99124b5360e1a_511_514,https://www.neimagazine.com/news/korean-city-to-consider-smr-deployment,Korean city to consider SMR deployment,Nuclear Engineering International,1720656000000,KHNP has signed a MOU with Nusantara Power and the Jordan Atomic Energy Commission on the possible deployment of the i-SMR.,"['KHNP', 'Nusantara Power', 'Jordan Atomic Energy Commission']",29
c0858c4de0aba01c509a8d572d4ef9d8eea0a150d451c864354dfbe79185a52f_525_530_claim,c0858c4de0aba01c509a8d572d4ef9d8eea0a150d451c864354dfbe79185a52f_525_530,https://www.neimagazine.com/news/edf-pulls-out-of-uk-smr-competition-geh-rolls-royce-holtec-and-nuscale-submit-tenders,"EDF pulls out of UK SMR competition; GEH, Rolls-Royce, Holtec and NuScale submit tenders",Nuclear Engineering International,1720656000000,GE Hitachi's BWRX-300 SMR technology is designed for manufacture and has a proven track record of progressing SMR reactor technology internationally.,"['GE Hitachi', 'GE Vernova', 'Holtec', 'NuScale', 'Rolls-Royce', 'Westinghouse', 'EDF']",31
74ff3ed475fbe88819adcc4cd28c58ab8ab6bd654d36b7900fd14e23f03feacc_608_612_claim,74ff3ed475fbe88819adcc4cd28c58ab8ab6bd654d36b7900fd14e23f03feacc_608_612,https://www.neimagazine.com/news/sai-tech-targeting-nuclear-and-smr-markets-in-the-middle-east,Sai.Tech targeting nuclear and SMR markets in the Middle East,Nuclear Engineering International,1721001600000,Sai.Tech's Heatnuc division is developing 3rd generation pressurised water reactors.,"['Sai.Tech', 'Suzhou East Instrument Technology Co Ltd', 'Kunshan Three-Dimensional Heat Exchanger Co Ltd']",21
74ff3ed475fbe88819adcc4cd28c58ab8ab6bd654d36b7900fd14e23f03feacc_613_613_claim,74ff3ed475fbe88819adcc4cd28c58ab8ab6bd654d36b7900fd14e23f03feacc_613_613,https://www.neimagazine.com/news/sai-tech-targeting-nuclear-and-smr-markets-in-the-middle-east,Sai.Tech targeting nuclear and SMR markets in the Middle East,Nuclear Engineering International,1721001600000,Heatnuc and its partners will explore opportunities for expanding their presence in international markets through joint export ventures,['Heatnuc'],21
69cd26e4e888e7708f77cf434361069ce39c2ce2fb58e729095f3553e9102f50_672_674_claim,69cd26e4e888e7708f77cf434361069ce39c2ce2fb58e729095f3553e9102f50_672_674,https://www.neimagazine.com/news/south-africas-nuclear-plans-spark-controversy,South Africa’s nuclear plans spark controversy,Nuclear Engineering International,1721088000000,"The latest nuclear technology is very rapid to deploy, relatively cheaper and more efficient",['Eskom'],15
69cd26e4e888e7708f77cf434361069ce39c2ce2fb58e729095f3553e9102f50_675_677_claim,69cd26e4e888e7708f77cf434361069ce39c2ce2fb58e729095f3553e9102f50_675_677,https://www.neimagazine.com/news/south-africas-nuclear-plans-spark-controversy,South Africa’s nuclear plans spark controversy,Nuclear Engineering International,1721088000000,Nuclear power remains a key component of South Africa’s electricity generation mix for the foreseeable future.,,21
69cd26e4e888e7708f77cf434361069ce39c2ce2fb58e729095f3553e9102f50_678_680_claim,69cd26e4e888e7708f77cf434361069ce39c2ce2fb58e729095f3553e9102f50_678_680,https://www.neimagazine.com/news/south-africas-nuclear-plans-spark-controversy,South Africa’s nuclear plans spark controversy,Nuclear Engineering International,1721088000000,"Nersa directed the determination to include the requirement that procurement occur under an Engineering, Procurement and Construction (EPC) model.","['Eskom', 'Nersa']",25
a005bdde86b60138de9c496fc0b2278edfff5d51a5592e580c27be327338a5d7_687_690_claim,a005bdde86b60138de9c496fc0b2278edfff5d51a5592e580c27be327338a5d7_687_690,https://www.neimagazine.com/news/canada-and-uae-to-co-operate-on-nuclear-science-and-technology,Canada and UAE to co-operate on nuclear science and technology,Nuclear Engineering International,1721088000000,"The UAE plans to develop capabilities in radiation applications, environmental protection, and radioactive waste management, in addition to developing regulatory frameworks for advanced nuclear technologies.","['Canadian Nuclear Laboratories (CNL)', 'Federal Authority for Nuclear Regulation (FANR)', 'Emirate Nuclear Energy Corporation (ENEC)']",30
a005bdde86b60138de9c496fc0b2278edfff5d51a5592e580c27be327338a5d7_691_694_claim,a005bdde86b60138de9c496fc0b2278edfff5d51a5592e580c27be327338a5d7_691_694,https://www.neimagazine.com/news/canada-and-uae-to-co-operate-on-nuclear-science-and-technology,Canada and UAE to co-operate on nuclear science and technology,Nuclear Engineering International,1721088000000,"Canada has a campus with advanced nuclear facilities, including laboratories dedicated to advanced reactor research, nuclear fuel development and testing.","['CNL', 'CNL']",23
dcbc469fbabb4f6f10a6a22dc5a1dd55818b149e0ddfbd586185f4d05c7e9a49_819_824_claim,dcbc469fbabb4f6f10a6a22dc5a1dd55818b149e0ddfbd586185f4d05c7e9a49_819_824,https://www.neimagazine.com/news/italy-to-explore-smrs,Italy to introduce legislation for investment in SMRs,Nuclear Engineering International,1721174400000,SMRs could be operational within 10 years,,8
71be70c67798cab4d7a1203345fd2fdef2dc412879b4d23dfcc8b8ad6a45ca5f_827_830_claim,71be70c67798cab4d7a1203345fd2fdef2dc412879b4d23dfcc8b8ad6a45ca5f_827_830,https://www.neimagazine.com/news/rolls-royce-smr-contracts-gse-solutions-to-develop-simulation-technology,Rolls-Royce invests $1.5M in advanced simulator for SMR development,Nuclear Engineering International,1721174400000,"The simulator will play a key role in Rolls-Royce SMR’s programme to develop, verify and validate the performance and control systems of its planned factory-built NPP.","['Rolls-Royce SMR', 'GSE Solutions']",38
71be70c67798cab4d7a1203345fd2fdef2dc412879b4d23dfcc8b8ad6a45ca5f_831_834_claim,71be70c67798cab4d7a1203345fd2fdef2dc412879b4d23dfcc8b8ad6a45ca5f_831_834,https://www.neimagazine.com/news/rolls-royce-smr-contracts-gse-solutions-to-develop-simulation-technology,Rolls-Royce invests $1.5M in advanced simulator for SMR development,Nuclear Engineering International,1721174400000,The factory-built modularisation approach is expected to drastically reduce the amount of on-site construction while its compact footprint and modular design means it can be located alongside energy intensive industrial processes.,"['Rolls-Royce', 'UK Research & Innovation', 'Natural Resources Wales', 'Environment Agency', 'Office for Nuclear Regulation']",37
7a4e6305ac2ace3339c578937522b888791d558a26906880ba20c1b179aca9f9_933_938_claim,7a4e6305ac2ace3339c578937522b888791d558a26906880ba20c1b179aca9f9_933_938,https://www.neimagazine.com/news/finnish-companies-sign-pre-planning-agreement-for-smr-based-nuclear-heating-in-eastern-finland,Finnish companies sign pre-planning agreement for SMR-based nuclear heating in Eastern Finland,Nuclear Engineering International,1721692800000,"Steady Energy's LDR-50 SMR operating conditions are less demanding than those of traditional reactors, simplifying the technical solutions needed to meet the high safety standards of the nuclear industry.","['Steady Energy', 'VTT Technical Research Centre of Finland', 'Kuopion Energia']",37
7a4e6305ac2ace3339c578937522b888791d558a26906880ba20c1b179aca9f9_939_943_claim,7a4e6305ac2ace3339c578937522b888791d558a26906880ba20c1b179aca9f9_939_943,https://www.neimagazine.com/news/finnish-companies-sign-pre-planning-agreement-for-smr-based-nuclear-heating-in-eastern-finland,Finnish companies sign pre-planning agreement for SMR-based nuclear heating in Eastern Finland,Nuclear Engineering International,1721692800000,"Steady Energy plans to start construction of its SMR pilot plant in Finland by 2028, with the first unit expected to be operational by 2030.","['Steady Energy', 'Helen', 'Kuopio Energy']",30
